,CÓDIGO,REGIÃO,SEXO,PAGAMENTO,TOTAL (R$)
4020,4114,SULDESTE,MASCULINO,CRÉDITO,7870.2300000000005
4021,8097,SULDESTE,MASCULINO,CRÉDITO,1722.16
4022,2432,CENTRO-OESTE,FEMININO,DÉBITO,4378.53
4023,9548,SULDESTE,MASCULINO,CRÉDITO,1696.41
4024,4582,SULDESTE,MASCULINO,CRÉDITO,7722.9400000000005
4025,9672,SULDESTE,MASCULINO,CRÉDITO,1495.56
4026,1414,SULDESTE,FEMININO,DÉBITO,6054.34
4027,2392,SULDESTE,MASCULINO,DÉBITO,2999.36
4028,2196,SULDESTE,MASCULINO,CRÉDITO,1204.07
4029,4608,SUL,MASCULINO,DÉBITO,4849.24
4030,3608,SULDESTE,MASCULINO,CRÉDITO,1744.82
4031,6157,SULDESTE,FEMININO,DÉBITO,8784.87
4032,9930,SULDESTE,MASCULINO,DÉBITO,3216.69
4033,4447,SULDESTE,FEMININO,DÉBITO,999.1
4034,3847,SULDESTE,MASCULINO,CRÉDITO,548.99
4035,1735,SULDESTE,FEMININO,CRÉDITO,3602.94
4036,6827,SUL,FEMININO,CRÉDITO,790.01
4037,9391,CENTRO-OESTE,MASCULINO,CRÉDITO,7023.570000000001
4038,7667,SUL,FEMININO,CRÉDITO,3824.39
4039,1634,SUL,MASCULINO,CRÉDITO,6864.95
4040,4001,SUL,MASCULINO,DÉBITO,9686.12
4041,6043,CENTRO-OESTE,MASCULINO,CRÉDITO,4084.98
4042,8688,SULDESTE,MASCULINO,DÉBITO,536.63
4043,6659,CENTRO-OESTE,FEMININO,CRÉDITO,3672.98
4044,6851,NORDESTE,MASCULINO,CRÉDITO,4614.400000000001
4045,4724,SULDESTE,MASCULINO,DÉBITO,2928.29
4046,5126,SUL,MASCULINO,DÉBITO,784.86
4047,2024,SULDESTE,MASCULINO,CRÉDITO,5238.58
4048,4879,SULDESTE,MASCULINO,CRÉDITO,2535.86
4049,8522,SULDESTE,MASCULINO,CRÉDITO,8052.54
4050,7147,SULDESTE,MASCULINO,CRÉDITO,164.8
4051,2006,SULDESTE,FEMININO,DÉBITO,6815.51
4052,3246,SULDESTE,MASCULINO,CRÉDITO,7366.56
4053,5007,SULDESTE,MASCULINO,CRÉDITO,938.33
4054,4614,SULDESTE,MASCULINO,CRÉDITO,8084.47
4055,2205,SULDESTE,MASCULINO,CRÉDITO,10045.59
4056,2988,CENTRO-OESTE,FEMININO,DÉBITO,486.16
4057,6121,CENTRO-OESTE,MASCULINO,CRÉDITO,10160.95
4058,6004,SUL,MASCULINO,CRÉDITO,7874.35
4059,9306,NORTE,FEMININO,CRÉDITO,2417.41
4060,6420,SUL,MASCULINO,DÉBITO,6448.83
4061,3776,SULDESTE,MASCULINO,CRÉDITO,8963.06
4062,2671,CENTRO-OESTE,FEMININO,DÉBITO,9208.2
4063,5708,SULDESTE,MASCULINO,DÉBITO,290.46
4064,3356,SUL,FEMININO,CRÉDITO,2594.57
4065,2034,SULDESTE,FEMININO,CRÉDITO,2970.52
4066,5781,SULDESTE,MASCULINO,CRÉDITO,5946.1900000000005
4067,9622,SULDESTE,MASCULINO,CRÉDITO,5542.43
4068,2253,SULDESTE,FEMININO,CRÉDITO,6467.37
4069,7327,SULDESTE,MASCULINO,CRÉDITO,8652.0
4070,1012,SULDESTE,MASCULINO,DÉBITO,8358.45
4071,5665,SULDESTE,FEMININO,CRÉDITO,983.65
4072,5479,SULDESTE,MASCULINO,CRÉDITO,4855.42
4073,3627,SULDESTE,MASCULINO,CRÉDITO,7988.68
4074,8900,SULDESTE,MASCULINO,CRÉDITO,706.58
4075,1163,SULDESTE,MASCULINO,CRÉDITO,9966.28
4076,1719,SULDESTE,MASCULINO,CRÉDITO,8495.44
4077,1455,CENTRO-OESTE,FEMININO,CRÉDITO,8010.31
4078,8411,SULDESTE,MASCULINO,DÉBITO,3067.34
4079,9021,SUL,MASCULINO,CRÉDITO,2859.28
4080,7653,NORDESTE,MASCULINO,CRÉDITO,1298.83
4081,4217,SULDESTE,MASCULINO,CRÉDITO,606.67
4082,6533,CENTRO-OESTE,FEMININO,CRÉDITO,6197.51
4083,7129,SULDESTE,MASCULINO,CRÉDITO,4851.3
4084,3652,SULDESTE,MASCULINO,CRÉDITO,5122.1900000000005
4085,8163,SULDESTE,FEMININO,CRÉDITO,1450.24
4086,5028,SUL,MASCULINO,DÉBITO,8442.91
4087,9469,SULDESTE,FEMININO,CRÉDITO,9088.72
4088,3053,SULDESTE,FEMININO,CRÉDITO,2800.57
4089,5876,SUL,MASCULINO,CRÉDITO,3515.39
4090,5223,SULDESTE,MASCULINO,DÉBITO,5580.54
4091,4804,SUL,MASCULINO,CRÉDITO,3207.42
4092,7375,SULDESTE,MASCULINO,CRÉDITO,3048.8
4093,4368,SULDESTE,MASCULINO,CRÉDITO,2078.54
4094,5985,SULDESTE,MASCULINO,CRÉDITO,7043.14
4095,7755,SULDESTE,MASCULINO,CRÉDITO,7103.91
4096,5076,SULDESTE,MASCULINO,DÉBITO,8332.7
4097,4009,SULDESTE,MASCULINO,CRÉDITO,7868.17
4098,1033,SULDESTE,MASCULINO,CRÉDITO,6570.37
4099,4485,SULDESTE,MASCULINO,CRÉDITO,5913.2300000000005
4100,5726,SULDESTE,MASCULINO,CRÉDITO,4093.2200000000003
4101,8830,SUL,MASCULINO,CRÉDITO,5571.27
4102,6430,SULDESTE,MASCULINO,CRÉDITO,5853.49
4103,2226,SULDESTE,MASCULINO,CRÉDITO,1332.82
4104,3039,SULDESTE,FEMININO,CRÉDITO,6511.66
4105,4229,SUL,MASCULINO,CRÉDITO,4523.76
4106,7336,NORDESTE,MASCULINO,CRÉDITO,10230.99
4107,1961,SULDESTE,MASCULINO,DÉBITO,4264.2
4108,4323,SULDESTE,MASCULINO,DÉBITO,3904.73
4109,9528,SULDESTE,MASCULINO,DÉBITO,2645.04
4110,9496,SULDESTE,FEMININO,CRÉDITO,3255.83
4111,2279,NORDESTE,FEMININO,CRÉDITO,5251.97
4112,3048,SULDESTE,FEMININO,CRÉDITO,1254.54
4113,6814,SULDESTE,FEMININO,CRÉDITO,404.79
4114,2245,SULDESTE,MASCULINO,CRÉDITO,4973.87
4115,6184,SUL,MASCULINO,CRÉDITO,9262.79
4116,1129,SULDESTE,MASCULINO,CRÉDITO,8793.11
4117,2208,SULDESTE,MASCULINO,CRÉDITO,8346.09
4118,7631,SULDESTE,MASCULINO,CRÉDITO,7789.89
4119,6373,SULDESTE,FEMININO,DÉBITO,3900.61
4120,2476,SUL,MASCULINO,DÉBITO,5145.88
4121,1643,SULDESTE,MASCULINO,CRÉDITO,7121.42
4122,4800,SUL,MASCULINO,CRÉDITO,1296.77
4123,7589,SUL,FEMININO,DÉBITO,3408.27
4124,8752,CENTRO-OESTE,MASCULINO,CRÉDITO,8631.4
4125,5207,SULDESTE,FEMININO,DÉBITO,2433.89
4126,3060,SULDESTE,MASCULINO,DÉBITO,6235.62
4127,8775,SULDESTE,MASCULINO,DÉBITO,483.07
4128,5378,SULDESTE,FEMININO,CRÉDITO,827.09
4129,1948,SUL,MASCULINO,CRÉDITO,1586.2
4130,7666,SULDESTE,FEMININO,CRÉDITO,6924.6900000000005
4131,3663,SULDESTE,MASCULINO,DÉBITO,5526.9800000000005
4132,1753,SUL,MASCULINO,CRÉDITO,5957.52
4133,1344,SUL,MASCULINO,CRÉDITO,3489.64
4134,5678,SULDESTE,MASCULINO,CRÉDITO,2160.94
4135,1056,SUL,FEMININO,DÉBITO,4886.32
4136,3536,SULDESTE,MASCULINO,CRÉDITO,8297.68
4137,5035,SULDESTE,MASCULINO,CRÉDITO,8384.2
4138,5242,SUL,FEMININO,DÉBITO,5929.71
4139,1279,CENTRO-OESTE,MASCULINO,CRÉDITO,1986.8700000000001
4140,1696,SULDESTE,MASCULINO,DÉBITO,7227.51
4141,5264,SUL,MASCULINO,DÉBITO,8339.91
4142,8035,SUL,MASCULINO,CRÉDITO,4442.39
4143,6627,SUL,MASCULINO,CRÉDITO,4770.96
4144,3880,NORTE,MASCULINO,CRÉDITO,2767.61
4145,2872,SULDESTE,MASCULINO,CRÉDITO,5746.37
4146,7202,CENTRO-OESTE,MASCULINO,CRÉDITO,6540.5
4147,1832,SULDESTE,MASCULINO,CRÉDITO,4653.54
4148,4531,SULDESTE,FEMININO,DÉBITO,3534.96
4149,7239,SULDESTE,FEMININO,CRÉDITO,6082.150000000001
4150,8045,SUL,MASCULINO,DÉBITO,7474.71
4151,8797,SULDESTE,MASCULINO,CRÉDITO,9604.75
4152,1900,SULDESTE,MASCULINO,CRÉDITO,4100.43
4153,9082,SUL,MASCULINO,CRÉDITO,3349.56
4154,5373,SULDESTE,MASCULINO,CRÉDITO,2401.96
4155,5287,SULDESTE,MASCULINO,DÉBITO,6336.56
4156,4796,CENTRO-OESTE,FEMININO,DÉBITO,8986.75
4157,3674,CENTRO-OESTE,MASCULINO,CRÉDITO,7868.17
4158,9710,SULDESTE,MASCULINO,DÉBITO,4850.27
4159,8457,SULDESTE,MASCULINO,CRÉDITO,67.98
4160,5675,SULDESTE,MASCULINO,CRÉDITO,2079.57
4161,4896,SULDESTE,MASCULINO,CRÉDITO,3283.64
4162,4623,SULDESTE,FEMININO,CRÉDITO,3681.2200000000003
4163,9262,SUL,MASCULINO,DÉBITO,5861.7300000000005
4164,7175,SULDESTE,MASCULINO,DÉBITO,9765.43
4165,9403,SULDESTE,MASCULINO,CRÉDITO,2184.63
4166,9298,SULDESTE,FEMININO,CRÉDITO,6300.51
4167,6179,SUL,FEMININO,CRÉDITO,7772.38
4168,4425,SULDESTE,MASCULINO,CRÉDITO,3998.46
4169,6302,SULDESTE,MASCULINO,DÉBITO,2603.84
4170,2696,SULDESTE,MASCULINO,DÉBITO,1269.99
4171,6797,SULDESTE,FEMININO,CRÉDITO,8918.77
4172,9566,SULDESTE,MASCULINO,DÉBITO,1326.64
4173,3011,SULDESTE,MASCULINO,DÉBITO,2553.37
4174,3692,SULDESTE,MASCULINO,DÉBITO,1143.3
4175,1550,SULDESTE,FEMININO,DÉBITO,2650.19
4176,8544,NORDESTE,MASCULINO,CRÉDITO,5887.4800000000005
4177,3036,SULDESTE,MASCULINO,CRÉDITO,5977.09
4178,9544,SULDESTE,MASCULINO,DÉBITO,3785.25
4179,3490,SULDESTE,MASCULINO,CRÉDITO,57.68
4180,2873,SULDESTE,MASCULINO,DÉBITO,8757.06
4181,3650,SULDESTE,FEMININO,CRÉDITO,1755.1200000000001
4182,8358,SULDESTE,MASCULINO,CRÉDITO,1762.3300000000002
4183,4338,SULDESTE,MASCULINO,CRÉDITO,1403.89
4184,7583,SUL,MASCULINO,CRÉDITO,9827.23
4185,2724,SULDESTE,MASCULINO,CRÉDITO,6024.47
4186,1749,SULDESTE,FEMININO,CRÉDITO,2005.41
4187,2369,SULDESTE,MASCULINO,CRÉDITO,9729.380000000001
4188,3794,NORDESTE,MASCULINO,CRÉDITO,141.11
4189,6332,SULDESTE,MASCULINO,CRÉDITO,4629.85
4190,5967,SULDESTE,FEMININO,CRÉDITO,6755.77
4191,2050,SULDESTE,FEMININO,CRÉDITO,7943.360000000001
4192,3930,SUL,MASCULINO,CRÉDITO,6388.06
4193,8196,SULDESTE,MASCULINO,CRÉDITO,1660.3600000000001
4194,1922,SULDESTE,MASCULINO,DÉBITO,1914.77
4195,1734,SULDESTE,MASCULINO,CRÉDITO,9431.710000000001
4196,9338,SULDESTE,MASCULINO,CRÉDITO,6798.0
4197,2453,SUL,MASCULINO,CRÉDITO,5810.2300000000005
4198,7681,SULDESTE,MASCULINO,DÉBITO,4345.57
4199,5128,SULDESTE,FEMININO,DÉBITO,7882.59
4200,4181,SUL,MASCULINO,DÉBITO,1237.03
4201,3844,SUL,MASCULINO,CRÉDITO,2930.35
4202,8308,SULDESTE,MASCULINO,CRÉDITO,4238.45
4203,6154,SULDESTE,MASCULINO,CRÉDITO,2998.33
4204,6091,SULDESTE,MASCULINO,CRÉDITO,3840.87
4205,5684,SULDESTE,MASCULINO,DÉBITO,979.53
4206,2417,SUL,MASCULINO,CRÉDITO,638.6
4207,1168,CENTRO-OESTE,FEMININO,CRÉDITO,8715.86
4208,2870,SUL,MASCULINO,DÉBITO,7195.58
4209,2189,NORTE,MASCULINO,CRÉDITO,1904.47
4210,2551,SULDESTE,MASCULINO,CRÉDITO,1126.82
4211,2970,NORTE,FEMININO,DÉBITO,6594.06
4212,5202,SULDESTE,MASCULINO,CRÉDITO,5582.6
4213,6011,NORTE,FEMININO,CRÉDITO,3571.01
4214,6579,SULDESTE,FEMININO,CRÉDITO,8631.4
4215,9985,SULDESTE,MASCULINO,CRÉDITO,1690.23
4216,7140,SULDESTE,MASCULINO,CRÉDITO,7967.05
4217,1892,SULDESTE,MASCULINO,CRÉDITO,5964.7300000000005
4218,3858,SUL,FEMININO,CRÉDITO,3495.82
4219,5438,SULDESTE,FEMININO,CRÉDITO,2962.28
4220,3194,SULDESTE,MASCULINO,CRÉDITO,4297.16
4221,4309,SULDESTE,MASCULINO,DÉBITO,9470.85
4222,9712,SULDESTE,MASCULINO,CRÉDITO,8838.43
4223,6128,SUL,MASCULINO,DÉBITO,3451.53
4224,4194,SUL,FEMININO,CRÉDITO,1724.22
4225,2578,SULDESTE,MASCULINO,CRÉDITO,3724.48
4226,7088,SULDESTE,MASCULINO,CRÉDITO,244.11
4227,5852,SUL,MASCULINO,CRÉDITO,1663.45
4228,2194,SUL,MASCULINO,DÉBITO,5176.78
4229,7374,SULDESTE,FEMININO,CRÉDITO,6553.89
4230,9641,SULDESTE,MASCULINO,DÉBITO,4518.61
4231,2856,NORDESTE,MASCULINO,CRÉDITO,2944.77
4232,4236,SULDESTE,MASCULINO,CRÉDITO,5082.02
4233,6741,SULDESTE,MASCULINO,CRÉDITO,357.41
4234,6909,SULDESTE,FEMININO,DÉBITO,4009.79
4235,9414,SULDESTE,MASCULINO,CRÉDITO,8928.04
4236,1254,SULDESTE,MASCULINO,CRÉDITO,2135.19
4237,2566,SULDESTE,MASCULINO,CRÉDITO,1014.5500000000001
4238,5618,SULDESTE,MASCULINO,CRÉDITO,5191.2
4239,4076,SULDESTE,MASCULINO,CRÉDITO,9319.44
4240,4357,SUL,MASCULINO,DÉBITO,4169.4400000000005
4241,2319,SULDESTE,MASCULINO,CRÉDITO,616.97
4242,4119,SULDESTE,MASCULINO,DÉBITO,9584.15
4243,2312,SULDESTE,MASCULINO,CRÉDITO,4461.96
4244,2958,SULDESTE,FEMININO,CRÉDITO,10181.550000000001
4245,3990,SULDESTE,FEMININO,CRÉDITO,1533.67
4246,2399,SUL,MASCULINO,CRÉDITO,147.29
4247,2581,SULDESTE,MASCULINO,CRÉDITO,10048.68
4248,2064,SUL,MASCULINO,CRÉDITO,9828.26
4249,2457,SUL,FEMININO,CRÉDITO,9939.5
4250,4576,SULDESTE,FEMININO,CRÉDITO,6469.43
4251,4834,SUL,MASCULINO,CRÉDITO,2758.34
4252,2497,SUL,FEMININO,CRÉDITO,820.91
4253,2655,SULDESTE,MASCULINO,CRÉDITO,6035.8
4254,7696,SULDESTE,FEMININO,CRÉDITO,772.5
4255,2547,SULDESTE,MASCULINO,CRÉDITO,9452.31
4256,2653,SULDESTE,MASCULINO,CRÉDITO,3067.34
4257,3384,SULDESTE,MASCULINO,DÉBITO,1363.72
4258,2310,SULDESTE,MASCULINO,CRÉDITO,4144.72
4259,5175,SULDESTE,MASCULINO,CRÉDITO,2482.3
4260,9509,SULDESTE,FEMININO,DÉBITO,4618.52
4261,4446,NORDESTE,MASCULINO,CRÉDITO,8119.49
4262,9676,SUL,FEMININO,CRÉDITO,8968.210000000001
4263,3573,SULDESTE,MASCULINO,DÉBITO,9883.880000000001
4264,1230,SULDESTE,MASCULINO,CRÉDITO,1554.27
4265,9819,SULDESTE,MASCULINO,CRÉDITO,1556.33
4266,8134,SULDESTE,MASCULINO,DÉBITO,1968.3300000000002
4267,5738,SUL,MASCULINO,CRÉDITO,4717.400000000001
4268,8210,SULDESTE,FEMININO,CRÉDITO,5131.46
4269,3522,SULDESTE,MASCULINO,CRÉDITO,421.27000000000004
4270,8020,SULDESTE,MASCULINO,CRÉDITO,6698.09
4271,1957,SULDESTE,MASCULINO,CRÉDITO,3263.04
4272,6207,SUL,MASCULINO,CRÉDITO,8502.65
4273,3117,SULDESTE,MASCULINO,CRÉDITO,8366.69
4274,9766,SULDESTE,FEMININO,CRÉDITO,1609.89
4275,5587,SULDESTE,MASCULINO,CRÉDITO,7201.76
4276,5982,SUL,FEMININO,CRÉDITO,2426.68
4277,6491,SULDESTE,MASCULINO,CRÉDITO,3205.36
4278,4836,SULDESTE,MASCULINO,DÉBITO,5549.64
4279,9743,SULDESTE,MASCULINO,CRÉDITO,6048.16
4280,8423,SULDESTE,FEMININO,CRÉDITO,836.36
4281,9160,SULDESTE,MASCULINO,CRÉDITO,382.13
4282,6403,SUL,FEMININO,DÉBITO,8942.460000000001
4283,1036,SULDESTE,MASCULINO,CRÉDITO,7914.52
4284,7508,SULDESTE,MASCULINO,DÉBITO,3429.9
4285,5773,SUL,MASCULINO,CRÉDITO,2778.94
4286,6946,SULDESTE,MASCULINO,CRÉDITO,10130.050000000001
4287,4292,NORDESTE,FEMININO,CRÉDITO,6920.570000000001
4288,9241,SUL,MASCULINO,CRÉDITO,3074.55
4289,8904,SULDESTE,MASCULINO,CRÉDITO,5261.24
4290,2708,SULDESTE,FEMININO,CRÉDITO,2758.34
4291,5291,SULDESTE,MASCULINO,CRÉDITO,6447.8
4292,7708,SUL,FEMININO,DÉBITO,9939.5
4293,8819,SULDESTE,MASCULINO,DÉBITO,903.3100000000001
4294,1381,SUL,MASCULINO,CRÉDITO,5021.25
4295,7320,SULDESTE,MASCULINO,DÉBITO,7190.43
4296,8155,SULDESTE,MASCULINO,CRÉDITO,9162.880000000001
4297,4380,NORDESTE,MASCULINO,DÉBITO,5261.24
4298,2994,SULDESTE,FEMININO,DÉBITO,3300.12
4299,4927,SULDESTE,MASCULINO,CRÉDITO,3288.79
4300,4461,SULDESTE,MASCULINO,CRÉDITO,3263.04
4301,4777,SUL,MASCULINO,CRÉDITO,2264.9700000000003
4302,3079,SUL,MASCULINO,DÉBITO,1296.77
4303,1650,SUL,MASCULINO,CRÉDITO,1698.47
4304,2275,SULDESTE,MASCULINO,DÉBITO,8264.72
4305,7462,SULDESTE,MASCULINO,CRÉDITO,4351.75
4306,2460,SULDESTE,FEMININO,DÉBITO,8542.82
4307,4493,SULDESTE,FEMININO,CRÉDITO,5185.02
4308,9158,SULDESTE,MASCULINO,DÉBITO,2291.75
4309,1955,SULDESTE,MASCULINO,DÉBITO,2627.53
4310,3009,SULDESTE,MASCULINO,CRÉDITO,6963.83
4311,6888,SULDESTE,MASCULINO,CRÉDITO,4339.39
4312,1114,SULDESTE,FEMININO,CRÉDITO,2983.91
4313,6469,SULDESTE,FEMININO,DÉBITO,6237.68
4314,4906,SULDESTE,MASCULINO,CRÉDITO,6474.58
4315,5962,SULDESTE,MASCULINO,DÉBITO,438.78000000000003
4316,5317,SULDESTE,MASCULINO,DÉBITO,2322.65
4317,4017,SUL,MASCULINO,DÉBITO,3842.9300000000003
4318,9372,SULDESTE,MASCULINO,CRÉDITO,6013.14
4319,3269,SULDESTE,MASCULINO,CRÉDITO,1470.8400000000001
4320,4752,SULDESTE,MASCULINO,CRÉDITO,302.82
4321,3876,SULDESTE,FEMININO,CRÉDITO,4993.4400000000005
4322,1881,SUL,MASCULINO,DÉBITO,7242.96
4323,3532,SUL,MASCULINO,DÉBITO,6121.29
4324,2046,SULDESTE,MASCULINO,CRÉDITO,4133.39
4325,9554,SULDESTE,MASCULINO,CRÉDITO,2399.9
4326,6149,SUL,MASCULINO,DÉBITO,262.65000000000003
4327,3882,CENTRO-OESTE,MASCULINO,CRÉDITO,2771.73
4328,4107,CENTRO-OESTE,MASCULINO,CRÉDITO,2275.27
4329,4748,SULDESTE,MASCULINO,CRÉDITO,8934.22
4330,3495,SUL,MASCULINO,CRÉDITO,279.13
4331,2897,SULDESTE,MASCULINO,CRÉDITO,869.32
4332,7276,NORTE,MASCULINO,CRÉDITO,1649.03
4333,5411,SULDESTE,MASCULINO,DÉBITO,9503.81
4334,8270,SULDESTE,MASCULINO,CRÉDITO,5910.14
4335,4341,SULDESTE,MASCULINO,CRÉDITO,3852.2000000000003
4336,1911,SUL,MASCULINO,CRÉDITO,5288.02
4337,3618,SULDESTE,MASCULINO,DÉBITO,3425.78
4338,2585,SULDESTE,FEMININO,CRÉDITO,1309.13
4339,8541,SUL,MASCULINO,CRÉDITO,5722.68
4340,8986,SULDESTE,MASCULINO,CRÉDITO,4760.66
4341,3049,SULDESTE,MASCULINO,CRÉDITO,259.56
4342,5321,SULDESTE,MASCULINO,CRÉDITO,1281.32
4343,6862,SULDESTE,MASCULINO,CRÉDITO,8292.53
4344,9068,SULDESTE,MASCULINO,CRÉDITO,8951.73
4345,4620,NORDESTE,FEMININO,DÉBITO,7206.91
4346,4898,SULDESTE,MASCULINO,CRÉDITO,6764.01
4347,3466,SUL,FEMININO,CRÉDITO,8853.880000000001
4348,7071,SULDESTE,MASCULINO,CRÉDITO,5695.900000000001
4349,8826,SUL,FEMININO,CRÉDITO,7191.46
4350,3230,SULDESTE,FEMININO,CRÉDITO,3478.31
4351,8109,SULDESTE,MASCULINO,CRÉDITO,7722.9400000000005
4352,6987,SULDESTE,MASCULINO,DÉBITO,10085.76
4353,1807,SULDESTE,FEMININO,CRÉDITO,1501.74
4354,3456,SULDESTE,MASCULINO,CRÉDITO,2888.12
4355,5976,SULDESTE,MASCULINO,DÉBITO,5460.03
4356,1940,SUL,MASCULINO,CRÉDITO,7310.9400000000005
4357,2943,SULDESTE,FEMININO,CRÉDITO,5121.16
4358,8701,SULDESTE,MASCULINO,CRÉDITO,5282.87
4359,4136,SULDESTE,MASCULINO,CRÉDITO,6789.76
4360,5483,SULDESTE,MASCULINO,CRÉDITO,949.66
4361,9265,SUL,MASCULINO,CRÉDITO,4458.87
4362,3280,SUL,MASCULINO,DÉBITO,4086.01
4363,9440,SULDESTE,MASCULINO,CRÉDITO,6554.92
4364,3063,SULDESTE,MASCULINO,CRÉDITO,7697.1900000000005
4365,2792,NORTE,FEMININO,CRÉDITO,6772.25
4366,6979,SULDESTE,MASCULINO,DÉBITO,8059.75
4367,9275,SULDESTE,FEMININO,DÉBITO,6185.150000000001
4368,8513,SUL,MASCULINO,DÉBITO,2272.18
4369,8983,SUL,MASCULINO,CRÉDITO,2273.21
4370,1924,SUL,FEMININO,CRÉDITO,221.45000000000002
4371,5553,SULDESTE,FEMININO,CRÉDITO,9694.36
4372,1926,SULDESTE,MASCULINO,CRÉDITO,4830.7
4373,9411,SULDESTE,MASCULINO,DÉBITO,2719.2000000000003
4374,3517,SULDESTE,MASCULINO,CRÉDITO,1522.3400000000001
4375,9699,SUL,FEMININO,CRÉDITO,3795.55
4376,7734,NORDESTE,FEMININO,DÉBITO,3302.1800000000003
4377,5949,SUL,MASCULINO,DÉBITO,5380.72
4378,7061,SULDESTE,MASCULINO,CRÉDITO,623.15
4379,1708,SULDESTE,MASCULINO,CRÉDITO,8049.45
4380,8969,SULDESTE,MASCULINO,CRÉDITO,7254.29
4381,8046,SULDESTE,MASCULINO,CRÉDITO,3930.48
4382,3933,SULDESTE,MASCULINO,CRÉDITO,9144.34
4383,5682,SULDESTE,MASCULINO,DÉBITO,4704.01
4384,9088,SULDESTE,FEMININO,DÉBITO,8774.57
4385,6751,SUL,MASCULINO,CRÉDITO,991.89
4386,8976,NORTE,MASCULINO,CRÉDITO,4315.7
4387,8627,CENTRO-OESTE,MASCULINO,CRÉDITO,7622.0
4388,2837,SULDESTE,MASCULINO,CRÉDITO,1646.97
4389,2479,SUL,FEMININO,DÉBITO,6674.400000000001
4390,8079,SUL,MASCULINO,DÉBITO,8006.1900000000005
4391,9506,SULDESTE,MASCULINO,DÉBITO,2402.9900000000002
4392,1767,SULDESTE,FEMININO,CRÉDITO,6615.6900000000005
4393,2670,SULDESTE,MASCULINO,CRÉDITO,2852.07
4394,5774,SUL,FEMININO,CRÉDITO,4580.41
4395,4694,SULDESTE,MASCULINO,DÉBITO,7659.08
4396,1372,SULDESTE,FEMININO,DÉBITO,3001.42
4397,5279,SULDESTE,MASCULINO,CRÉDITO,8539.73
4398,5131,SULDESTE,FEMININO,CRÉDITO,6157.34
4399,6528,SULDESTE,MASCULINO,DÉBITO,5179.87
4400,9598,SUL,MASCULINO,CRÉDITO,9767.49
4401,4082,SULDESTE,MASCULINO,DÉBITO,8734.4
4402,7204,SUL,MASCULINO,CRÉDITO,7232.66
4403,6040,SULDESTE,MASCULINO,DÉBITO,6606.42
4404,2928,SULDESTE,MASCULINO,CRÉDITO,4858.51
4405,7461,NORTE,MASCULINO,CRÉDITO,5773.150000000001
4406,6280,SULDESTE,MASCULINO,CRÉDITO,7983.530000000001
4407,6589,SULDESTE,MASCULINO,CRÉDITO,3967.56
4408,3219,SUL,MASCULINO,DÉBITO,2379.3
4409,3911,SULDESTE,MASCULINO,CRÉDITO,4818.34
4410,2605,SULDESTE,MASCULINO,CRÉDITO,1633.5800000000002
4411,4984,SULDESTE,MASCULINO,CRÉDITO,1842.67
4412,6726,SULDESTE,FEMININO,CRÉDITO,2956.1
4413,5856,SULDESTE,MASCULINO,CRÉDITO,2239.2200000000003
4414,7765,SULDESTE,FEMININO,CRÉDITO,2929.32
4415,5143,SULDESTE,MASCULINO,CRÉDITO,8584.02
4416,3630,SULDESTE,FEMININO,CRÉDITO,6596.12
4417,6565,NORDESTE,MASCULINO,DÉBITO,10031.17
4418,9848,SULDESTE,FEMININO,CRÉDITO,1541.91
4419,4281,SULDESTE,MASCULINO,CRÉDITO,9459.52
4420,3528,SULDESTE,FEMININO,DÉBITO,9383.300000000001
4421,4548,SULDESTE,MASCULINO,CRÉDITO,3485.52
4422,9260,CENTRO-OESTE,MASCULINO,DÉBITO,780.74
4423,5687,SULDESTE,FEMININO,DÉBITO,919.7900000000001
4424,4857,SULDESTE,FEMININO,CRÉDITO,736.45
4425,1688,SULDESTE,MASCULINO,CRÉDITO,9216.44
4426,3088,SUL,MASCULINO,CRÉDITO,5999.75
4427,8838,CENTRO-OESTE,MASCULINO,CRÉDITO,5170.6
4428,8993,SULDESTE,MASCULINO,CRÉDITO,3020.9900000000002
4429,8262,SULDESTE,MASCULINO,CRÉDITO,3708.0
4430,2334,SULDESTE,MASCULINO,CRÉDITO,2671.82
4431,6068,SULDESTE,MASCULINO,CRÉDITO,4491.83
4432,9963,SULDESTE,FEMININO,CRÉDITO,7705.43
4433,8443,SULDESTE,FEMININO,DÉBITO,7537.54
4434,2343,SULDESTE,MASCULINO,CRÉDITO,9382.27
4435,4139,SULDESTE,MASCULINO,CRÉDITO,3028.2000000000003
4436,8004,CENTRO-OESTE,FEMININO,CRÉDITO,6302.57
4437,3279,SULDESTE,MASCULINO,CRÉDITO,3957.26
4438,8841,SULDESTE,MASCULINO,CRÉDITO,4563.93
4439,4293,SULDESTE,FEMININO,DÉBITO,6007.99
4440,2796,SULDESTE,MASCULINO,CRÉDITO,6581.7
4441,4884,SULDESTE,MASCULINO,DÉBITO,2325.7400000000002
4442,4544,SULDESTE,MASCULINO,CRÉDITO,386.25
4443,2388,SULDESTE,FEMININO,CRÉDITO,5062.45
4444,8751,SULDESTE,MASCULINO,CRÉDITO,745.72
4445,3997,SULDESTE,MASCULINO,CRÉDITO,1136.09
4446,5704,CENTRO-OESTE,MASCULINO,DÉBITO,4631.91
4447,9199,SULDESTE,MASCULINO,CRÉDITO,9768.52
4448,3865,SULDESTE,MASCULINO,DÉBITO,7822.85
